id,synset1,depth1,sentence1,synset2,depth2,sentence2,specific
4908,Synset('hand.n.06'),1,I didn't hold a good hand all evening,Synset('paul.n.02'),5,Paul's name was Saul prior to his conversion to Christianity,1
4909,Synset('antipope.n.01'),4,the antipopes resided in Avignon during the Great Schism,Synset('kalashnikov_culture.n.01'),1,the Kalashnikov culture in Afghanistan,0
4910,Synset('unknown_quantity.n.01'),1,I don't know what the new man will do; he's still an unknown quantity,Synset('tiger.n.01'),2,he's a tiger on the tennis court,1
4911,Synset('tartary.n.01'),1,under Genghis Khan Tartary extended as far east as the Pacific Ocean,Synset('extension.n.09'),3,the wire has an extension of 50 feet,1
4912,Synset('regular.n.01'),2,an habitue of the racetrack,Synset('minuteness.n.02'),1,he examined the essay with the greatest minuteness,0
4913,Synset('voiceprint.n.01'),1,voiceprints are uniquely characteristic of individual speakers,Synset('bearer.n.02'),2,a bearer of good tidings,1
4914,Synset('siren_call.n.01'),1,he succumbed to the siren call of the wilderness,Synset('uncle.n.02'),2,he played uncle to lonely students,1
4915,Synset('traineeship.n.01'),1,the bill provided traineeships in vocational rehabilitation,Synset('marriage.n.03'),2,their marriage was conducted in the chapel,1
4916,Synset('boss.n.02'),2,the boss hired three more men for the new job,Synset('adenosine_deaminase.n.01'),5,ADA deficiency can lead to one form of severe combined immunodeficiency disease,1
4917,Synset('doxycycline.n.01'),2,Vibramycin is the trade name of doxycycline,Synset('detention.n.01'),1,his detention was politically motivated,0
4918,Synset('cluster_bomb.n.01'),2,cluster bombs cannot be targeted precisely,Synset('pillar.n.01'),1,science eroded the pillars of superstition,0
4919,Synset('assurance.n.03'),1,the President's assurances were not respected,Synset('name.n.04'),2,they studied all the great names in the history of France,1
4920,Synset('form.n.10'),1,the essay was in the form of a dialogue,Synset('swimmer.n.02'),2,he is not a good swimmer,1
4921,Synset('account.n.07'),1,they send me an accounting every month,Synset('procurer.n.02'),2,the procurer of opera tickets,1
4922,Synset('bunyan.n.02'),3,Paul Bunyan had a blue ox named Babe,Synset('spontaneity.n.01'),1,the spontaneity of his laughter,0
4923,Synset('wahhabi.n.01'),2,Osama bin Laden is said to be a Wahhabi Muslim,Synset('frontier.n.01'),1,the individualism of the frontier in Andrew Jackson's day,0
4924,Synset('hero.n.01'),2,RAF pilots were the heroes of the Battle of Britain,Synset('ensemble.n.01'),1,a string ensemble,0
4925,Synset('party.n.05'),2,the party of the first part,Synset('neptune.n.02'),3,the existence of Neptune was predicted from perturbations in the orbit of Uranus and it was then identified in 1846,1
4926,Synset('malady.n.01'),1,what maladies afflict our nation?,Synset('attire.n.01'),2,formal attire,1
4927,Synset('board.n.03'),1,he nailed boards across the windows,Synset('irani.n.01'),4,the majority of Irani are Persian Shiite Muslims,1
4928,Synset('scopolamine.n.01'),2,transdermal scopolamine is used to treat motion sickness,Synset('pull.n.04'),1,he grabbed the pull and opened the drawer,0
4929,Synset('huddler.n.02'),2,low huddlers against the wind,Synset('bath.n.01'),1,she soaked the etching in an acid bath,0
4930,Synset('junior.n.01'),2,"look here, junior, it's none of your business",Synset('azores.n.01'),1,the Azores are strategically located on transatlantic air and shipping routes,0
4931,Synset('narco-state.n.01'),1,this Mexican town has become a narco-state that ships 100 pounds of cocaine to the United States every day,Synset('lady.n.01'),4,a nice lady at the library helped me,1
4932,Synset('blood_pressure.n.01'),2,adult blood pressure is considered normal at 120/80 where the first number is the systolic pressure and the second is the diastolic pressure,Synset('evil.n.03'),1,attempts to explain the origin of evil in the world,0
4933,Synset('toe_box.n.01'),3,the toe box may be rounded or pointed,Synset('cult.n.04'),2,it was a satanic cult,0
4934,Synset('jumper.n.01'),2,as the jumper neared the ground he lost control,Synset('pillar.n.01'),1,science eroded the pillars of superstition,0
4935,Synset('exchange.n.03'),2,Adam was promised immortality in exchange for his disobedience,Synset('animation.n.02'),1,the vitality of a seed,0
4936,Synset('affinity.n.04'),1,found a natural affinity with the immigrants,Synset('coffee.n.01'),3,he ordered a cup of coffee,1
4937,Synset('square.n.07'),1,a checkerboard has 64 squares,Synset('material.n.01'),2,coal is a hard black material,1
4938,Synset('name.n.05'),2,halt in the name of the law,Synset('run.n.07'),1,he broke into a run,0
4939,Synset('pioneer.n.02'),2,they went west as pioneers with only the possessions they could carry with them,Synset('school.n.02'),1,the school was built in 1932,0
4940,Synset('outfit.n.02'),2,his getup was exceedingly elegant,Synset('eleventh_hour.n.01'),1,money became available at the eleventh hour,0
4941,Synset('tramp.n.01'),4,a homeless tramp,Synset('sleeper.n.03'),2,the winner was a true sleeper--no one expected him to get it,0
4942,Synset('ballpark.n.01'),1,take me out to the ballpark,Synset('breeding.n.03'),2,they debated whether nature or nurture was more important,1
4943,Synset('run_batted_in.n.01'),1,he had more than 100 rbi last season,Synset('trial.n.04'),2,he had a fair trial and the jury found him guilty,1
4944,Synset('survivor.n.03'),1,only the fittest animals were survivors of the cold winters,Synset('black.n.07'),2,the widow wore black,1
4945,Synset('homestretch.n.01'),1,they were on the homestretch when the computer crashed,Synset('utopian.n.01'),2,a Utopian believes in the ultimate perfectibility of man,1
4946,Synset('dimple.n.02'),1,there are approximately 336 dimples on a golf ball,Synset('chemical_terrorism.n.01'),2,a good agent for chemical terrorism should be colorless and odorless and inexpensive and readily available and not detectable until symptoms are experienced,1
4947,Synset('slug.n.05'),5,he took a slug of hard liquor,Synset('ethicism.n.01'),1,his ethicism often led him to moralize,0
4948,Synset('smoulder.n.01'),1,the smoulder suddenly became a blaze,Synset('drawing_card.n.01'),2,he was the biggest drawing card they had,1
4949,Synset('restraint.n.01'),1,the unlawful restraint of trade,Synset('partygoer.n.01'),2,the hall was crowded with an overflow of partygoers,1
4950,Synset('guzzler.n.01'),2,he's a beer guzzler every night,Synset('price.n.06'),1,they say that every politician has a price,0
4951,Synset('plundering.n.01'),1,the plundering of the Parthenon,Synset('thickening.n.01'),2,starch is used in cooking as a thickening,1
4952,Synset('dust.n.01'),2,the furniture was covered with dust,Synset('impact.n.02'),1,the book had an important impact on my thinking,0
4953,Synset('detection.n.01'),1,early detection can often lead to a cure,Synset('jumper.n.02'),2,he is one hell of a jumper,1
4954,Synset('distribution_channel.n.01'),2,possible distribution channels are wholesalers or small retailers or retail chains or direct mailers or your own stores,Synset('issue.n.01'),1,the issue could be settled by requiring public education for everyone,0
4955,Synset('pursuer.n.01'),2,always before he had been able to outwit his pursuers,Synset('telecom_hotel.n.01'),1,the telecom hotels are prime targets for bombing,0
4956,Synset('baronet.n.01'),2,"since he was a baronet he had to be addressed as Sir Henry Jones, Bart.",Synset('body.n.01'),1,he felt as if his whole body were on fire,0
4957,Synset('cross.n.04'),1,that is his cross to bear,Synset('egghead.n.01'),2,in spite of her love of reading she denied being an egghead,1
4958,Synset('man.n.05'),2,the chief stationed two men outside the building,Synset('end.n.11'),1,he held up his end,0
4959,Synset('window.n.04'),2,he could see them through a window in the trees,Synset('size.n.01'),1,a wolf is about the size of a large dog,0
4960,Synset('clickety-clack.n.01'),1,the clickety-clack of the typewriters,Synset('faith.n.04'),2,keep the faith,1
4961,Synset('waxing.n.02'),1,the waxing of the moon,Synset('refresher.n.02'),3,he stopped at the bar for a quick refresher,1
4962,Synset('court.n.10'),1,the house was built around an inner court,Synset('relative_clause.n.01'),2,"`who visits frequently' is a relative clause in the sentence `John, who visits frequently, is ill'",1
4963,Synset('disorganization.n.02'),1,the disorganization of the enemy troops by a flank attack,Synset('alabama.n.02'),4,the Alabamas were members of the Creek Confederacy,1
4964,Synset('lead.n.02'),2,the children were playing with lead soldiers,Synset('peace.n.02'),1,the roommates lived in peace together,0
4965,Synset('pervasiveness.n.01'),1,the pervasiveness of the odor of cabbage in tenement hallways,Synset('boiling_point.n.01'),2,they brought the water to a boil,1
4966,Synset('surface.n.03'),1,earthquakes originate far below the surface,Synset('reveler.n.01'),2,the clubs attract revelers as young as thirteen,1
4967,Synset('accommodation.n.02'),1,they reached an accommodation with Japan,Synset('allomorph.n.01'),2,calcium carbonate occurs in the allomorphs calcite and aragonite,1
4968,Synset('obstacle.n.01'),1,lack of imagination is an obstacle to one's advancement,Synset('lead.n.06'),2,it was an amusing lead-in to a very serious matter,1
4969,Synset('scoop.n.06'),1,he used a scoop to serve the ice cream,Synset('greenwood.n.01'),2,the greenwood was Robin Hood's home,1
4970,Synset('niche.n.01'),1,he found his niche in the academic world,Synset('clemency.n.02'),2,he threw himself on the mercy of the court,1
4971,Synset('slide.n.05'),1,his slide didn't stop until the bottom of the hill,Synset('hoper.n.01'),2,only an avid hoper could expect the team to win now,1
4972,Synset('conformity.n.02'),2,their financial statements are in conformity with generally accepted accounting practices,Synset('umbrella.n.03'),1,the Democratic Party is an umbrella for many liberal groups,0
4973,Synset('united_states_waters.n.01'),1,ships operating in United States waters must adhere to United States laws and regulations,Synset('sheet.n.01'),2,a sheet of ice,1
4974,Synset('high_priest.n.01'),2,he's the high priest of contemporary jazz,Synset('confidentiality.n.01'),1,you must respect the confidentiality of your client's communications,0
4975,Synset('mountainside.n.01'),1,conifer forests cover the eastern versant,Synset('regular.n.03'),2,he is one of the party regulars,1
4976,Synset('letup.n.01'),1,there was never a letup in the noise,Synset('exemption.n.02'),2,additional exemptions are allowed for each dependent,1
4977,Synset('top.n.02'),1,put your books on top of the desk,Synset('case.n.12'),2,a case of the jitters,1
4978,Synset('liver.n.04'),2,a liver in cities,Synset('church_service.n.01'),1,don't be late for church,0
4979,Synset('mind.n.01'),1,his mind wandered,Synset('colleague.n.02'),2,the surgeon consulted his colleagues,1
4980,Synset('effect.n.03'),1,he just did it for effect,Synset('costume.n.01'),2,he won the prize for best costume,1
4981,Synset('uranus.n.02'),3,Uranus was discovered by William Herschel in 1781,Synset('offer.n.01'),1,a generous offer of assistance,0
4982,Synset('skim.n.01'),1,there was a thin skim of oil on the water,Synset('bargainer.n.02'),2,he is a hard bargainer,1
4983,Synset('tasting.n.03'),1,cooking was fine but it was the savoring that he enjoyed most,Synset('stretch.n.01'),2,a stretch of highway,1
4984,Synset('military_capability.n.01'),1,we faced an army of great strength,Synset('pouch.n.02'),2,the trapped miners found a pocket of air,1
4985,Synset('recognition.n.07'),1,the recognition of the Rio Grande as a boundary between Mexico and the United States,Synset('machine.n.02'),2,the boxer was a magnificent fighting machine,1
4986,Synset('notification.n.03'),1,the notification stated the grace period and the penalties for defaulting,Synset('dust.n.03'),2,astronomers say that the empty space between planets actually contains measurable amounts of dust,1
4987,Synset('turnout.n.06'),2,the turnout for the rally,Synset('extreme.n.01'),1,he carried it to extremes,0
4988,Synset('moral_force.n.01'),1,they hoped it would act as a spiritual dynamic on all churches,Synset('apparel.n.01'),2,she was refined in her choice of apparel,1
4989,Synset('physical_topology.n.01'),1,"the physical topologies of local area networks include the bus, the ring and the star",Synset('chloroform.n.01'),4,chloroform was the first inhalation anesthetic,1
4990,Synset('hansard.n.01'),1,the Canadian Hansard is published in both English and French,Synset('player.n.05'),2,he was a major player in setting up the corporation,1
4991,Synset('swing.n.03'),1,he took a wild swing at my head,Synset('stock.n.03'),2,the rifle had been fitted with a special stock,1
4992,Synset('military_action.n.01'),2,he saw action in Korea,Synset('school.n.05'),1,stay after school,0
4993,Synset('poor_people.n.01'),1,the urban poor need assistance,Synset('instigator.n.01'),2,she was the instigator of their quarrel,1
4994,Synset('defense.n.11'),2,he gave evidence for the defense,Synset('difference.n.04'),1,the difference in her is amazing,0
4995,Synset('company.n.09'),1,a hook-and-ladder company,Synset('framer.n.02'),2,the framers of the Constitution,1
4996,Synset('pervasiveness.n.01'),1,the pervasiveness of the odor of cabbage in tenement hallways,Synset('genius.n.01'),2,Mozart was a child genius,1
4997,Synset('banishment.n.01'),1,"the association should get rid of its elderly members--not by euthanasia, of course, but by Coventry",Synset('cut.n.08'),2,he played the first cut on the cd,1
4998,Synset('hired_hand.n.01'),2,the hired hand fixed the railing,Synset('exposition.n.03'),1,we would have understood the play better if there had been some initial exposition of the background,0
4999,Synset('asperity.n.01'),1,the asperity of northern winters,Synset('tyramine.n.01'),2,patients taking MAOIs should avoid foods containing tyramine,1
5000,Synset('captain.n.05'),2,a captain of industry,Synset('smoulder.n.01'),1,the smoulder suddenly became a blaze,0
5001,Synset('pillar.n.03'),2,he is a pillar of the community,Synset('clear.n.01'),1,investigation showed that he was in the clear,0
5002,Synset('activation_energy.n.01'),1,catalysts are said to reduce the energy of activation during the transition phase of a reaction,Synset('socialization.n.03'),2,the socialization of children to the norms of their culture,1
5003,Synset('absence.n.03'),1,he visited during my absence,Synset('slammer.n.01'),6,she's a dramatic slammer of doors,1
5004,Synset('requirement.n.01'),2,the requirements of his work affected his health,Synset('yea.n.01'),1,The yeas have it,0
5005,Synset('word.n.02'),1,he didn't say a word about it,Synset('examiner.n.02'),2,the examiner searched for clues,1
5006,Synset('factuality.n.01'),1,the realm of factuality must be distinguished from the realm of imagination,Synset('tagger.n.02'),2,a theory that was simply added on by some anonymous tagger,1
5007,Synset('atomism.n.02'),1,the ancient Greek philosophers Democritus and Epicurus held atomic theories of the universe,Synset('adagio.n.01'),2,they played the adagio too quickly,1
5008,Synset('handcart.n.01'),2,he used a handcart to carry the rocks away,Synset('undertone.n.01'),1,spoke in undertones,0
5009,Synset('mauler.n.01'),2,Jack Dempsey was called a mauler,Synset('lockstep.n.02'),1,the prisoner's ankles were so chained together that they could only march in lockstep,0
5010,Synset('acceptance.n.03'),1,torn jeans received no acceptance at the country club,Synset('slouch.n.01'),2,he's no slouch when it comes to baseball,1
5011,Synset('suggestion.n.01'),1,the picnic was her suggestion,Synset('forefather.n.02'),2,our forefathers brought forth a great nation,1
5012,Synset('question.n.03'),2,he asked a direct question,Synset('throw.n.02'),1,he couldn't afford $50 a throw,0
5013,Synset('remove.n.01'),1,just one remove from madness,Synset('banana_peel.n.01'),2,he slipped on a banana skin and almost fell,1
5014,Synset('marriage.n.01'),1,a long and happy marriage,Synset('playbill.n.01'),2,he couldn't find her name on the playbill,1
5015,Synset('slack.n.05'),1,he hadn't counted on the slackness of the rope,Synset('socialization.n.03'),2,the socialization of children to the norms of their culture,1
5016,Synset('bridle.n.02'),1,his common sense is a bridle to his quick temper,Synset('staple.n.02'),2,staple fibers vary widely in length,1
5017,Synset('shallowness.n.02'),1,take into account the shallowness at that end of the pool before you dive,Synset('bet.n.02'),2,he did it on a bet,1
5018,Synset('sophistication.n.05'),1,he practiced the art of sophistication upon reason,Synset('dean.n.03'),2,he is the dean of foreign correspondents,1
5019,Synset('case.n.06'),2,a typical case was the suburban housewife described by a marriage counselor,Synset('whole.n.02'),1,how big is that part compared to the whole?,0
5020,Synset('secretary_of_defense.n.01'),2,the first Defense Secretary was James V. Forrestal who was appointed by Truman,Synset('doghouse.n.02'),1,in the doghouse,0
5021,Synset('alkali_metal.n.01'),2,the hydroxides of the alkali metals are strongly alkaline,Synset('proclivity.n.01'),1,he has a proclivity for exaggeration,0
5022,Synset('advisory.n.01'),1,a frost advisory,Synset('caravan.n.01'),3,we were part of a caravan of almost a thousand camels,1
5023,Synset('universal_joint.n.01'),1,in motor vehicles a universal joint allows the driveshaft to move up and down as the vehicle passes over bumps,Synset('army_officer.n.01'),2,he's a retired army officer,1
5024,Synset('suppression.n.02'),1,a suppression of the newspaper,Synset('closed_primary.n.01'),2,closed primaries strengthen party unity,1
5025,Synset('cog.n.01'),2,he was a small cog in a large machine,Synset('yoke.n.04'),1,pulled by a yoke of oxen,0
5026,Synset('dust.n.03'),2,astronomers say that the empty space between planets actually contains measurable amounts of dust,Synset('unpalatability.n.02'),1,the policy's unpalatability caused an uproar,0
5027,Synset('imputation.n.01'),1,he denied the imputation,Synset('distribution_channel.n.01'),2,possible distribution channels are wholesalers or small retailers or retail chains or direct mailers or your own stores,1
5028,Synset('variety.n.03'),1,varieties are frequently recognized in botany,Synset('secretary_of_the_treasury.n.01'),2,Alexander Hamilton was the first Secretary of the Treasury,1
5029,Synset('resistance.n.04'),2,the enemy offered little resistance,Synset('oxidation_number.n.01'),1,the oxidation number of hydrogen is +1 and of oxygen is -2,0
5030,Synset('government.n.01'),1,the government reduced taxes,Synset('rearmament.n.01'),2,he opposed the rearmament of Japan after World War II,1
5031,Synset('syntax_error.n.01'),1,syntax errors can be recognized at compilation time,Synset('moot.n.01'),2,he organized the weekly moot,1
5032,Synset('carrier.n.02'),2,refrigerated carriers have revolutionized the grocery business,Synset('way.n.04'),1,that's the way it is,0
5033,Synset('shedder.n.01'),2,a great hunter and spiller of blood,Synset('right.n.01'),1,they are endowed by their Creator with certain unalienable Rights,0
5034,Synset('emancipator.n.01'),2,Lincoln is known as the Great Emancipator,Synset('catalog.n.02'),1,it does not pretend to be a catalog of his achievements,0
5035,Synset('operating_room.n.01'),1,great care is taken to keep the operating rooms aseptic,Synset('renaissance_man.n.01'),2,a statistician has to be something of a generalist,1
5036,Synset('sectarian.n.01'),2,most sectarians are intolerant of the views of any other sect,Synset('soft_spot.n.02'),1,she had a soft spot for her youngest son,0
5037,Synset('interpreter.n.02'),2,his paintings reveal a sensitive interpreter of nature,Synset('service.n.05'),1,he retired after 30 years of service,0
5038,Synset('anti.n.01'),2,the antis smelled victory after a long battle,Synset('dimple.n.02'),1,there are approximately 336 dimples on a golf ball,0
5039,Synset('deceleration.n.01'),1,the deceleration of the arms race,Synset('independence.n.02'),2,they maintained close relations with England even after independence,1
5040,Synset('artwork.n.01'),1,the publisher was responsible for all the artwork in the book,Synset('commitment.n.02'),2,his long commitment to public service,1
5041,Synset('date.n.02'),2,his date never stopped talking,Synset('space.n.03'),1,the laboratory's floor space,0
5042,Synset('lap.n.04'),1,the lap of the shingles should be at least ten inches,Synset('spy.n.02'),2,my spies tell me that you had a good time last night,1
5043,Synset('vengeance.n.01'),2,"Vengeance is mine; I will repay, saith the Lord",Synset('abstraction.n.01'),1,he loved her only in the abstract--not in person,0
5044,Synset('crooning.n.01'),3,her crooning soon put the child to sleep,Synset('demonstration.n.02'),1,he confused the enemy with feints and demonstrations,0
5045,Synset('daughter.n.01'),4,her daughter cared for her in her old age,Synset('practice.n.03'),1,a hard theory to put into practice,0
5046,Synset('think.n.01'),1,I need to give it a good think,Synset('road_map.n.01'),2,the president said he had a road map for normalizing relations with Vietnam,1
5047,Synset('praise.n.01'),1,he always appreciated praise for his work,Synset('model.n.03'),2,the president didn't have time to be a model so the artist worked from photos,1
5048,Synset('iraqi.n.01'),4,the majority of Iraqi are Arab Shiite Muslims although Sunni Muslims control the government,Synset('dead_person.n.01'),2,I wonder what the dead person would have done,0
5049,Synset('portfolio.n.03'),1,they were disappointed by the poor returns on their stock portfolio,Synset('farsi.n.01'),4,many Farsi emigrated to India near Bombay,1
5050,Synset('bar.n.08'),2,the boat ran aground on a submerged bar in the river,Synset('point.n.14'),1,his acting was one of the high points of the movie,0
5051,Synset('mind.n.02'),1,it came to mind,Synset('president.n.04'),2,address your remarks to the chairperson,1
5052,Synset('cox-2_inhibitor.n.01'),2,Cox-2 inhibitors reduce the symptoms of arthritis without endangering the stomach and kidneys,Synset('push_button.n.01'),1,the elevator was operated by push buttons,0
5053,Synset('property.n.01'),1,that hat is my property,Synset('brother.n.04'),2,"Greetings, comrade!",1
5054,Synset('march.n.04'),3,the march went up Fifth Avenue,Synset('practice.n.03'),1,a hard theory to put into practice,0
5055,Synset('guardianship.n.02'),2,he left his car in my keeping,Synset('occasion.n.05'),1,there was never an occasion for her to demonstrate her skill,0
5056,Synset('deduction.n.03'),1,his resignation had political implications,Synset('engagement.n.07'),2,the teacher tried to increase his students' engagement in class activities,1
5057,Synset('style.n.09'),1,a cartilaginous style,Synset('schnook.n.01'),2,don't be such an apologetic shnook,1
5058,Synset('activity.n.01'),1,they avoided all recreational activity,Synset('term.n.05'),2,the major term of a syllogism must occur twice,1
5059,Synset('economic_strangulation.n.01'),2,the economic strangulation of the Jews by the Nazi Party,Synset('subject.n.01'),1,he didn't want to discuss that subject,0
5060,Synset('attack.n.09'),1,he published an unexpected attack on my work,Synset('mortgagee.n.01'),4,the bank became our mortgagee when it accepted our mortgage on our new home,1
5061,Synset('journal.n.02'),1,he reads the medical journals,Synset('concession.n.01'),2,he got the beer concession at the ball park,1
5062,Synset('charge.n.15'),2,this cartridge has a powder charge of 50 grains,Synset('birthplace.n.02'),1,the birthplace of civilization,0
5063,Synset('roundness.n.02'),1,"he gave us the results in round numbers, but their roundness didn't affect the point he was making",Synset('swimmer.n.02'),2,he is not a good swimmer,1
5064,Synset('coldness.n.02'),1,a distressing coldness of tone and manner,Synset('jimdandy.n.01'),2,he's a jimdandy of a soldier,1
5065,Synset('gateway_drug.n.01'),2,one college athlete recently called beer a gateway drug for young people,Synset('identity.n.02'),1,geneticists only recently discovered the identity of the gene that causes it,0
5066,Synset('rage.n.04'),1,the sea hurled itself in thundering rage against the rocks,Synset('stiff.n.01'),4,a lucky stiff,1
5067,Synset('bearer.n.02'),2,a bearer of good tidings,Synset('going.n.03'),1,persuading him was easy going,0
5068,Synset('comfort.n.07'),1,it gave comfort to the enemy,Synset('skin.n.01'),2,your skin is the largest organ of your body,1
5069,Synset('blandness.n.01'),1,the blandness of his confession enraged the judge,Synset('syncopator.n.01'),2,they called themselves the Dixie Syncopators,1
5070,Synset('grey.n.04'),1,the Confederate army was a vast grey,Synset('boyfriend.n.01'),6,if I'd known he was her boyfriend I wouldn't have asked,1
5071,Synset('destroyer.n.02'),2,a destroyer of the environment,Synset('member.n.02'),1,snakes are members of the class Reptilia,0
5072,Synset('homogeneity.n.01'),1,there is a remarkable homogeneity between the two companies,Synset('foe.n.02'),2,they had been political foes for years,1
5073,Synset('no_fault_insurance.n.01'),1,the amount of litigation resulting from minor accidents is reduced by no fault insurance,Synset('suit.n.03'),2,all the suits care about is the bottom line,1
5074,Synset('distortion.n.04'),2,heavy metal guitar players use vacuum tube amplifiers to produce extreme distortion,Synset('epenthesis.n.01'),1,the insertion of a vowel in the plural of the word `bush' is epenthesis,0
5075,Synset('thaw.n.01'),2,the power failure caused a refrigerator melt that was a disaster,Synset('session.n.01'),1,it was the opening session of the legislature,0
5076,Synset('minister.n.02'),2,Minister of Finance,Synset('calcification.n.03'),1,the calcification of negotiations,0
5077,Synset('tapestry.n.01'),1,the tapestry of European history,Synset('carrier.n.01'),2,the bonds were transmitted by carrier,1
5078,Synset('farsi.n.01'),4,many Farsi emigrated to India near Bombay,Synset('cross.n.04'),1,that is his cross to bear,0
5079,Synset('child_prodigy.n.01'),4,Mozart was a child prodigy,Synset('quarter.n.11'),2,he dropped a word in the right quarter,0
5080,Synset('costume.n.01'),2,he won the prize for best costume,Synset('order.n.03'),1,order ruled in the streets,0
5081,Synset('aid.n.01'),1,visual aids in teaching,Synset('arterial_blood.n.01'),2,except for the pulmonary artery the arterial blood is rich in oxygen,1
5082,Synset('igbo.n.01'),3,most Igbo are farmers,Synset('caller.n.01'),2,the room was a mess because he hadn't expected company,0
5083,Synset('renaissance_man.n.01'),2,a statistician has to be something of a generalist,Synset('still.n.01'),1,he wanted some stills for a magazine ad,0
5084,Synset('sense_of_the_meeting.n.01'),1,"no vote was taken, but after each discussion the chair summed up the sense of the meeting",Synset('dog.n.01'),2,the dog barked all night,1
5085,Synset('moot.n.01'),2,he organized the weekly moot,Synset('reversal.n.01'),1,there was a reversal of autonomic function,0
5086,Synset('gold_coast.n.02'),1,Chicago's gold coast is along Lake Michigan,Synset('shopaholic.n.01'),2,shopaholics can never resist a bargain,1
5087,Synset('deification.n.02'),2,the capitalists' deification of capital,Synset('smallness.n.02'),1,he was attracted by the smallness of the taxes,0
5088,Synset('roundness.n.01'),1,there is a musky roundness to his wordiness,Synset('native.n.02'),2,he is a native of Brazil,1
5089,Synset('charge.n.15'),2,this cartridge has a powder charge of 50 grains,Synset('desperation.n.02'),1,it was a policy of desperation,0
5090,Synset('dash.n.06'),1,he made a dash for the door,Synset('male_child.n.01'),2,the baby was a boy,1
5091,Synset('pipeline.n.02'),1,a pipeline runs from the wells to the seaport,Synset('production.n.07'),2,he introduced more efficient methods of production,1
5092,Synset('insufficiency.n.03'),1,the inadequacy of unemployment benefits,Synset('qualifier.n.01'),2,the tournament was won by a late qualifier,1
5093,Synset('nonresident.n.01'),2,described by an admiring nonresident as a green and pleasant land,Synset('hatchery.n.01'),1,the park authorities operated a trout hatchery,0
5094,Synset('notice.n.06'),1,his hard work soon attracted the teacher's notice,Synset('officeholder.n.01'),4,he is an officer of the court,1
5095,Synset('dissolving.n.01'),1,the dissolving of salt in water,Synset('horsewhipping.n.01'),2,that villain needs a good horsewhipping,1
5096,Synset('apogee.n.01'),1,their achievements stand as a culmination of centuries of development,Synset('house.n.01'),2,he has a house on Cape Cod,1
5097,Synset('erosion.n.03'),1,after the accounting scandal there was an erosion of confidence in the auditors,Synset('coldness.n.03'),3,the coldness made our breath visible,1
5098,Synset('takedown.n.01'),2,a takedown counts two points,Synset('rewrite.n.01'),1,the rewrite was much better,0
5099,Synset('embellishment.n.01'),1,the mystery has been heightened by many embellishments in subsequent retellings,Synset('islam.n.02'),2,"Islam is a complete way of life, not a Sunday religion",1
5100,Synset('gemini_program.n.01'),1,under the Gemini program each crew had two astronauts,Synset('teamwork.n.01'),2,"it will take money, good planning and, above all, teamwork",1
5101,Synset('street.n.04'),1,he worked both sides of the street,Synset('boss.n.02'),2,the boss hired three more men for the new job,1
5102,Synset('tip.n.03'),1,he got a tip on the stock market,Synset('stickler.n.01'),2,a stickler for promptness,1
5103,Synset('arrangement.n.03'),1,he changed the arrangement of the topics,Synset('arthritic.n.01'),4,the hands of an elderly arthritic,1
5104,Synset('grantor.n.01'),2,conveyed from grantor to grantee,Synset('puerperium.n.01'),1,a perinatologist cared for her during the puerperium,0
5105,Synset('series.n.01'),1,they were investigating a series of bank robberies,Synset('reelection.n.01'),2,he did not run for reelection,1
5106,Synset('colony.n.01'),1,the American colony in Paris,Synset('gambling.n.01'),2,his gambling cost him a fortune,1
5107,Synset('navigation.n.02'),2,the channel will be open to navigation as soon as the ice melts,Synset('public_nuisance.n.01'),1,a public nuisance offends the public at large,0
5108,Synset('reaction.n.02'),1,his reaction to the news was to start planning what to do,Synset('draft.n.08'),2,he took a sleeping draft,1
5109,Synset('midst.n.01'),1,in the midst of the crowd,Synset('plaster_saint.n.01'),2,he's no plaster saint,1
5110,Synset('pioneer.n.02'),2,they went west as pioneers with only the possessions they could carry with them,Synset('impression.n.06'),1,they ran off an initial printing of 2000 copies,0
5111,Synset('the_devil.n.01'),1,it will be the devil to solve,Synset('shock.n.02'),2,the armies met in the shock of battle,1
5112,Synset('godspeed.n.01'),1,they wished him Godspeed,Synset('crusader.n.02'),2,the Crusaders tried to recapture the Holy Land from the Muslims,1
5113,Synset('affluent.n.01'),2,the so-called emerging affluents,Synset('bonus.n.01'),1,his approval was an added fillip,0
5114,Synset('devotion.n.02'),2,the devotion of his time and wealth to science,Synset('pool.n.05'),1,everyone contributed to the pool,0
5115,Synset('intoxication.n.03'),1,the intoxication of wealth and power,Synset('draw.n.05'),2,he got a pair of kings in the draw,1
5116,Synset('hosteller.n.02'),2,a youth hosteller,Synset('snag.n.02'),1,a snag can provide food and a habitat for insects and birds,0
5117,Synset('fluctuation.n.03'),1,he kept a record of price fluctuations,Synset('model.n.06'),2,every child needs a role model,1
5118,Synset('fifth.n.02'),1,he was fifth out of several hundred runners,Synset('veteran.n.01'),2,the veterans laughed at the new recruits,1
5119,Synset('dish.n.01'),2,we gave them a set of dishes for a wedding present,Synset('opinion.n.01'),1,my opinion differs from yours,0
5120,Synset('thaw.n.03'),1,the thaw between the United States and Russia has led to increased cooperation in world affairs,Synset('repeater.n.01'),2,the audience consisted largely of repeaters who had seen the movie many times,1
5121,Synset('compass_point.n.01'),1,he checked the point on his compass,Synset('line.n.16'),2,in line with,1
