id,synset1,depth1,sentence1,synset2,depth2,sentence2,specific
9072,Synset('provoke.v.02'),3,Her behavior provoked a quarrel between the couple,Synset('pick.v.04'),4,pick a fight or a quarrel,1
9073,Synset('tack.v.01'),4,tack the notice on the board,Synset('thumbtack.v.01'),5,The teacher thumbtacked the notice on the bulletin board,1
9074,Synset('capture.v.06'),2,I caught a rabbit in the trap today,Synset('gin.v.02'),4,gin game,1
9075,Synset('hit.v.01'),3,hit a ball,Synset('shell.v.04'),4,He shelled the pitcher for eight runs in the first inning,1
9076,Synset('drop.v.03'),5,Stock prices dropped,Synset('tumble.v.08'),6,Prices tumbled after the devaluation of the currency,1
9077,Synset('interpret.v.01'),2,What message do you see in this letter?,Synset('literalize.v.01'),3,literalize metaphors,1
9078,Synset('cut.v.11'),3,cut class,Synset('bunk_off.v.01'),4,The boy often plays hooky,1
9079,Synset('spice.v.01'),2,Spice up the evening by inviting a belly dancer,Synset('salt.v.03'),3,She salts her lectures with jokes,1
9080,Synset('catch.v.04'),3,Catch the ball!,Synset('hook.v.08'),4,hook a fish,1
9081,Synset('be_born.v.01'),3,She was born on a farm,Synset('reincarnate.v.01'),4,Hindus believe that we transmigrate,1
9082,Synset('regenerate.v.09'),3,This food revitalized the patient,Synset('rejuvenate.v.03'),4,The contact with his grandchildren rejuvenated him,1
9083,Synset('diverge.v.01'),2,The two paths diverge here,Synset('branch.v.02'),3,The road forks,1
9084,Synset('work_at.v.01'),2,the child worked at the multiplication table until she had it down cold,Synset('belabor.v.01'),3,belabor the obvious,1
9085,Synset('raise.v.03'),2,raise a shout,Synset('call_up.v.01'),3,The case was called up in court,1
9086,Synset('generate.v.01'),2,The new manager generated a lot of problems,Synset('make.v.46'),4,Practice makes the winner,1
9087,Synset('side.v.01'),5,Who are you widing with?,Synset('pull.v.16'),6,We all rooted for the home team,1
9088,Synset('reserve.v.04'),6,reserve me a seat on a flight,Synset('keep_open.v.01'),7,keep my job for me while I give birth,1
9089,Synset('snip.v.02'),5,dress the plants in the garden,Synset('shear.v.01'),6,shear hedges,1
9090,Synset('sabotage.v.01'),5,The Resistance sabotaged railroad operations during the war,Synset('derail.v.01'),6,they had planned to derail the trains that carried atomic waste,1
9091,Synset('harden.v.01'),2,The wax hardened,Synset('cure.v.03'),3,cure resin,1
9092,Synset('disturb.v.01'),2,This book upset me,Synset('besiege.v.02'),4,She was besieged by so many problems that she got discouraged,1
9093,Synset('play.v.05'),2,The kids were playing outside all day,Synset('horse_around.v.01'),5,Enough horsing around--let's get back to work!,1
9094,Synset('grok.v.01'),2,Do you comprehend the meaning of this letter?,Synset('catch_on.v.01'),3,She didn't know what her classmates were plotting but finally caught on,1
9095,Synset('hesitate.v.02'),4,The speaker paused,Synset('scruple.v.01'),5,The man scrupled to perjure himself,1
9096,Synset('film.v.02'),5,The coronation was filmed,Synset('cinematize.v.01'),6,cinematize history,1
9097,Synset('indispose.v.03'),2,She was indisposed,Synset('fracture.v.06'),5,I broke my foot while playing hockey,1
9098,Synset('start.v.08'),1,We simply could not start the engine,Synset('hot-wire.v.01'),2,The woman who lost the car keys had to hot-wire her van,1
9099,Synset('go.v.03'),3,Go away before I start to cry,Synset('shove_off.v.01'),4,shove off!,1
9100,Synset('flush.v.02'),3,The garbage flushed down the river,Synset('wash_down.v.02'),4,The body washed down the river,1
9101,Synset('entrust.v.01'),3,The messenger was entrusted with the general's secret,Synset('pawn.v.01'),5,pawn your grandfather's gold watch,1
9102,Synset('establish.v.02'),4,establish a new department,Synset('pack.v.05'),6,pack a jury,1
9103,Synset('look.v.02'),2,She seems to be sleeping,Synset('feel.v.07'),3,The ground feels shaky,1
9104,Synset('cook.v.03'),3,These potatoes have to cook for 20 minutes,Synset('deep-fat-fry.v.01'),5,deep-fry the potato chips,1
9105,Synset('fall.v.03'),3,fall into a trap,Synset('drop.v.21'),4,shop til you drop,1
9106,Synset('fail.v.04'),2,The engine finally went,Synset('misfire.v.01'),3,The guns misfired,1
9107,Synset('raise.v.04'),3,The President raised several million dollars for his college,Synset('fund-raise.v.01'),4,We are fundraising for AIDS research,1
9108,Synset('regenerate.v.04'),4,The week at the spa restored me,Synset('revive.v.04'),5,He revived this style of opera,1
9109,Synset('collapse.v.03'),4,fold up your umbrella,Synset('deflate.v.01'),5,deflate a balloon,1
9110,Synset('last.v.01'),3,The bad weather lasted for three days,Synset('run.v.30'),4,The film runs 5 hours,1
9111,Synset('move.v.03'),1,He moved his hand slightly to the right,Synset('seethe.v.04'),3,The liquid was seething,1
9112,Synset('shop.v.01'),3,She goes shopping every Friday,Synset('market.v.02'),4,We go marketing every Saturday,1
9113,Synset('raise.v.07'),2,raise the specter of unemployment,Synset('bless.v.01'),3,The dying man blessed his son,1
9114,Synset('accelerate.v.01'),5,The car accelerated,Synset('brisk.v.01'),6,business brisked up,1
9115,Synset('tidy.v.01'),5,Tidy up your room!,Synset('make.v.27'),6,make the bed,1
9116,Synset('regale.v.01'),4,Don't worry about the expensive wine--I'm treating,Synset('alcoholize.v.01'),5,"After we finished dinner, we were thoroughly alcoholized",1
9117,Synset('mix.v.05'),2,resourcefully he mingled music and dance,Synset('blend.v.01'),3,blend the nuts and raisins together,1
9118,Synset('warm_up.v.04'),4,The coach warmed up the players before the game,Synset('limber.v.02'),5,The violist limbered her wrists before the concert,1
9119,Synset('hang.v.02'),4,Hang that picture on the wall,Synset('suspend.v.01'),5,The secret police suspended their victims from the ceiling and beat them,1
9120,Synset('empty.v.01'),2,Empty the box,Synset('dibble.v.02'),5,dibble the ground,1
9121,Synset('talk_of.v.01'),5,They spoke of many things,Synset('blaspheme.v.02'),6,blaspheme God,1
9122,Synset('furnish.v.02'),4,We furnished the house in the Biedermeyer style,Synset('refurnish.v.01'),5,We refurnished the living room,1
9123,Synset('reach.v.04'),4,Our advertisements reach millions,Synset('ping.v.05'),5,ping your machine in the office,1
9124,Synset('begin.v.03'),1,The U.S. started a war in the Middle East,Synset('swear_in.v.01'),4,The speaker of the House swore in the new President,1
9125,Synset('loosen.v.01'),2,loosen the tension on a rope,Synset('unscrew.v.01'),3,unscrew the outlet plate,1
9126,Synset('compare.v.02'),2,This car does not compare with our line of Mercedes,Synset('go.v.19'),3,This violinist is as good as Juilliard-trained violinists go,1
9127,Synset('perform.v.02'),2,Who will perform the wedding?,Synset('church.v.01'),3,church a woman after childbirth,1
9128,Synset('dip.v.08'),5,The sun dipped below the horizon,Synset('subside.v.02'),6,the valleys subside,1
9129,Synset('rid.v.01'),1,Rid the house of pests,Synset('clear.v.12'),2,clear the water before it can be drunk,1
9130,Synset('coat.v.01'),2,coat the cake with chocolate,Synset('blacktop.v.01'),3,blacktop the driveway,1
9131,Synset('hit.v.03'),2,He hit her hard in the face,Synset('crack.v.04'),3,The teacher cracked him across the face with a ruler,1
9132,Synset('drop.v.08'),5,unload the cargo,Synset('wharf.v.03'),6,wharf the passengers,1
9133,Synset('denote.v.02'),2,"`multi-' denotes `many' ",Synset('number.v.03'),4,We must number the names of the great mathematicians,1
9134,Synset('get.v.11'),3,We finally got the suspect,Synset('recapture.v.04'),4,recapture the escaped prisoner,1
9135,Synset('decrease.v.01'),3,The amount of homework decreased towards the end of the semester,Synset('catch.v.29'),6,I was caught in traffic and missed the meeting,1
9136,Synset('herd.v.03'),4,Who will be herding the cattle when the cowboy dies?,Synset('wrangle.v.02'),5,wrangle horses,1
9137,Synset('grip.v.01'),3,He gripped the steering wheel,Synset('snap.v.12'),5,he snapped indignantly,1
9138,Synset('moisten.v.01'),3,The dew moistened the meadows,Synset('slack.v.08'),6,slack lime,1
9139,Synset('stabilize.v.01'),2,The drug stabilized her blood pressure,Synset('peg.v.04'),3,The weak currency was pegged to the US Dollar,1
9140,Synset('kidnap.v.01'),3,The industrialist's son was kidnapped,Synset('shanghai.v.01'),4,The men were shanghaied after being drugged,1
9141,Synset('capture.v.01'),4,capture the essence of Spring,Synset('recapture.v.02'),5,The author recaptures an old idea here,1
9142,Synset('sample.v.01'),2,Try these new crackers,Synset('degust.v.01'),3,degust this wonderful soup,1
9143,Synset('touch.v.01'),1,Touch the stone for good luck,Synset('neck.v.01'),5,The couple were necking in the back seat of the car,1
9144,Synset('produce.v.03'),2,This procedure produces a curious effect,Synset('entail.v.01'),6,The water shortage means that we have to stop taking long showers,1
9145,Synset('hang.v.02'),4,Hang that picture on the wall,Synset('dangle.v.02'),6,He dangled the ornaments from the Christmas tree,1
9146,Synset('moor.v.01'),4,tie up the boat,Synset('wharf.v.05'),5,The ship was wharfed,1
9147,Synset('paint.v.03'),4,He painted his mistress many times,Synset('repaint.v.01'),5,He repainted the same scenery many times during his life,1
9148,Synset('fracture.v.05'),1,She broke her clavicle,Synset('refracture.v.01'),2,The surgeon had to refracture her wrist,1
9149,Synset('press.v.01'),2,He pressed down on the boards,Synset('telescope.v.01'),4,"In the accident, the cars telescoped",1
9150,Synset('walk.v.02'),3,I'll walk you to your car,Synset('march.v.02'),4,The Japanese marched their prisoners through Manchuria,1
9151,Synset('withdraw.v.01'),2,The enemy withdrew,Synset('retrograde.v.03'),3,The glacier retrogrades,1
9152,Synset('chicken_out.v.01'),7,He bowed out when he heard how much work was involved,Synset('resile.v.01'),8,The landlord cannot resile from the lease,1
9153,Synset('wind.v.03'),2,roll your hair around your finger,Synset('reel_off.v.01'),4,unreel the tape,1
9154,Synset('fold.v.05'),2,The bed folds in a jiffy,Synset('rumple.v.03'),3,This fabric won't wrinkle,1
9155,Synset('oppose.v.01'),7,We oppose the ban on abortion,Synset('call.v.20'),10,He deserves to be called on that,1
9156,Synset('meet.v.09'),4,Can you meet me at the train station?,Synset('meet_up_with.v.01'),5,She met up with her former lover,1
9157,Synset('run.v.03'),2,Service runs all the way to Cranbury,Synset('go_far.v.02'),3,His accomplishments go far,1
9158,Synset('see.v.01'),2,You have to be a good observer to see all the details,Synset('glimpse.v.01'),3,We glimpsed the Queen as she got into her limousine,1
9159,Synset('converge.v.03'),4,The crowd converged on the movie star,Synset('concentrate.v.05'),5,These groups concentrate in the inner cities,1
9160,Synset('record.v.02'),5,They recorded her singing,Synset('write.v.08'),6,boot-up instructions are written on the hard disk,1
9161,Synset('establish.v.08'),1,base a claim on some observation,Synset('build.v.08'),2,build a defense on nothing but the accused person's reputation,1
9162,Synset('feed.v.06'),2,This dog doesn't eat certain kinds of meat,Synset('raven.v.04'),3,The lions ravened the bodies,1
9163,Synset('conceal.v.02'),1,She conceals her anger well,Synset('occult.v.03'),2,The lids were occulting her eyes,1
9164,Synset('take_in.v.08'),4,take in the sails,Synset('incorporate.v.04'),5,incorporate this document with those pertaining to the same case,1
9165,Synset('stain.v.01'),4,Stain this table a beautiful walnut color,Synset('marble.v.01'),5,marble paper,1
9166,Synset('exsert.v.01'),5,He held out his hand,Synset('hyperextend.v.01'),6,Don't hyperextend your elbow,1
9167,Synset('taste.v.02'),2,Can you taste the garlic?,Synset('savor.v.03'),3,savor the soup,1
9168,Synset('crowd.v.03'),4,men in straw boaters and waxed mustaches crowded the verandah,Synset('spill_over.v.02'),6,The crowds spilled out into the streets,1
9169,Synset('sharpen.v.01'),2,sharpen the knives,Synset('strap.v.03'),3,strap a razor,1
9170,Synset('surround.v.01'),2,The forest surrounds my property,Synset('pack.v.01'),5,pack the books into the boxes,1
9171,Synset('re-create.v.03'),3,His mind re-creates the entire world,Synset('catch.v.24'),5,She really caught the spirit of the place in her drawings,1
9172,Synset('elapse.v.01'),3,three years elapsed,Synset('fly.v.08'),4,Time flies like an arrow,1
9173,Synset('ridicule.v.01'),5,The satirists ridiculed the plans for a new opera house,Synset('unmask.v.01'),7,The journal article unmasked the corrupt politician,1
9174,Synset('declare.v.04'),3,She was declared incompetent,Synset('acquit.v.01'),5,The suspect was cleared of the murder charges,1
9175,Synset('rout_out.v.02'),2,The police routed them out of bed at 2 A.M.,Synset('hunt.v.03'),3,They hunted the unwanted immigrants out of the neighborhood,1
9176,Synset('mold.v.02'),2,The furniture molded in the old house,Synset('smut.v.03'),3,the corn smutted and could not be eaten,1
9177,Synset('glue.v.01'),3,paste the sign on the wall,Synset('epoxy.v.01'),4,epoxy the shards,1
9178,Synset('voyage.v.01'),3,The QE2 will sail to Southampton tomorrow,Synset('cruise.v.04'),4,We were cruising in the Caribbean,1
9179,Synset('perfect.v.01'),3,perfect your French in Paris!,Synset('polish.v.03'),4,polish your social manners,1
9180,Synset('include.v.02'),5,I include you in the list of culprits,Synset('count.v.06'),6,I can count my colleagues in the opposition,1
9181,Synset('recover.v.01'),2,She regained control of herself,Synset('log_in.v.01'),4,Have you logged in lately?,1
9182,Synset('weaken.v.02'),4,The prisoner's resistance weakened after seven days,Synset('pall.v.07'),5,the course palled on her,1
9183,Synset('front.v.01'),3,The house looks north,Synset('confront.v.04'),4,The child screamed when he confronted the man in the Halloween costume,1
9184,Synset('advertise.v.02'),5,The salesman is aggressively pushing the new computer model,Synset('bill.v.02'),6,He was billed as the greatest tenor since Caruso,1
9185,Synset('feel.v.04'),2,My cold is gone--I feel fine today,Synset('suffocate.v.06'),3,The room was hot and stuffy and we were suffocating,1
9186,Synset('cant.v.01'),2,The tower is tilting,Synset('cock.v.01'),3,cock one's head,1
9187,Synset('film.v.02'),5,The coronation was filmed,Synset('cinematize.v.01'),6,cinematize history,1
9188,Synset('conflict.v.01'),3,The two proposals conflict!,Synset('clash.v.02'),4,These colors clash,1
9189,Synset('classify.v.01'),4,How would you classify these pottery shards--are they prehistoric?,Synset('reclassify.v.01'),5,The zoologists had to reclassify the mollusks after they found new species,1
9190,Synset('spread.v.02'),2,the infection spread,Synset('catch.v.26'),3,The fashion did not catch,1
9191,Synset('concede.v.02'),2,I grant you this much,Synset('remit.v.05'),4,God will remit their sins,1
9192,Synset('travel.v.05'),2,We travelled North on Rte. 508,Synset('canoe.v.01'),5,canoe along the canal,1
9193,Synset('kidnap.v.01'),3,The industrialist's son was kidnapped,Synset('shanghai.v.01'),4,The men were shanghaied after being drugged,1
9194,Synset('scrub.v.01'),3,She scrubbed his back,Synset('holystone.v.01'),4,holystone the ship's deck,1
9195,Synset('charge.v.07'),3,The defense attorney charged that the jurors were biased,Synset('complain.v.02'),4,The plaintiff's lawyer complained that he defendant had physically abused his client,1
9196,Synset('come.v.01'),2,He came singing down the road,Synset('approach.v.05'),4,I was approached by the President to serve as his adviser in foreign matters,1
9197,Synset('approach.v.04'),3,Winter is approaching,Synset('get_on.v.04'),4,It is getting on midnight--let's all go to bed!,1
9198,Synset('simplify.v.01'),2,We had to simplify the instructions,Synset('abbreviate.v.02'),4,Abbreviate `New York' and write `NY',1
9199,Synset('dress.v.14'),2,dress the victim's wounds,Synset('ligate.v.03'),4,ligate the artery,1
9200,Synset('mind.v.01'),5,I don't mind your behavior,Synset('bristle_at.v.01'),6,She bristled at his insolent remarks,1
9201,Synset('think.v.02'),4,I imagine she earned a lot of money with her new novel,Synset('suspect.v.03'),5,The U.S. suspected Bin Laden as the mastermind behind the terrorist attacks,1
9202,Synset('take.v.21'),1,Hitler took the Baltic Republics,Synset('preoccupy.v.02'),3,the army preoccupied the hills,1
9203,Synset('undergo.v.01'),2,The chemical undergoes a sudden change,Synset('feel.v.06'),4,We felt the effects of inflation,1
9204,Synset('surmount.v.02'),4,The scarf surmounted the gown,Synset('pinnacle.v.01'),5,pinnacle a pediment,1
9205,Synset('gain.v.08'),2,How much do you make a month in your new job?,Synset('rake_in.v.01'),3,"Since she accepted the new position, she has been raking it in",1
9206,Synset('descend.v.01'),2,The temperature is going down,Synset('dive.v.01'),3,the stock market plunged,1
9207,Synset('tear.v.03'),3,The car tore down the street,Synset('rip.v.02'),4,The tornado ripped along the coast,1
9208,Synset('cut.v.32'),3,cut my hair,Synset('french.v.01'),4,French the potatoes,1
9209,Synset('fill.v.01'),2,fill a container,Synset('deluge.v.01'),3,the basement was inundated after the storm,1
9210,Synset('bear.v.05'),2,The apple tree bore delicious apples this year,Synset('crop.v.03'),3,This land crops well,1
9211,Synset('give.v.21'),4,give homage,Synset('dedicate.v.03'),5,She dedicated her book to her parents,1
9212,Synset('refund.v.01'),4,Please refund me my money,Synset('restore.v.03'),5,Restore the stolen painting to its rightful owner,1
9213,Synset('underestimate.v.03'),3,he underestimated the work that went into the renovation,Synset('sell_short.v.02'),4,Don't sell your students short--they are just shy and don't show off their knowledge,1
9214,Synset('equal.v.01'),1,"One dollar equals 1,000 rubles these days!",Synset('coordinate.v.03'),4,These activities coordinate well,1
9215,Synset('reach_out.v.03'),3,I try to reach out to my daughter but she doesn't want to have anything to do with me,Synset('draw_out.v.01'),4,Can you draw her out--she is always so quiet,1
9216,Synset('raise.v.03'),2,raise a shout,Synset('call_up.v.01'),3,The case was called up in court,1
9217,Synset('hook.v.08'),4,hook a fish,Synset('seize.v.06'),5,strike a fish,1
9218,Synset('read.v.08'),6,The thermometer showed thirteen degrees below zero,Synset('show.v.10'),7,The diary shows his distress that evening,1
9219,Synset('engage.v.07'),2,Napoleon and Hitler waged war against all of Europe,Synset('put_up.v.02'),3,put up a good fight,1
9220,Synset('enfeeble.v.01'),3,Life in the camp drained him,Synset('waste.v.08'),4,The treatment emaciated him,1
9221,Synset('slog.v.02'),3,Mules plodded in a circle around a grindstone,Synset('squelch.v.03'),4,We had to splosh across the wet meadow,1
9222,Synset('reason.v.01'),2,We reasoned that it was cheaper to rent than to buy a house,Synset('gather.v.04'),3,I gather you have not done your homework,1
9223,Synset('think_about.v.01'),2,I'm thinking about my friends abroad,Synset('entertain.v.02'),5,He entertained the notion of moving to South America,1
9224,Synset('clear.v.05'),2,clear the leaves from the lawn,Synset('stump.v.04'),3,stump a field,1
9225,Synset('receive.v.05'),1,The community warmly received the refugees,Synset('assume.v.08'),2,This is the day when May was assumed into heaven,1
9226,Synset('tear.v.02'),3,planks were in danger of being torn from the crossbars,Synset('cleave.v.01'),4,cleave the bone,1
9227,Synset('address.v.02'),1,The chairman addressed the board of trustees,Synset('memorialize.v.01'),2,The President memorialized the heroes of the battle,1
9228,Synset('ruin.v.02'),3,This behavior will ruin your chances of winning the election,Synset('break.v.29'),4,His peccadilloes finally broke his marriage,1
9229,Synset('escalate.v.01'),3,The Allies escalated the bombing,Synset('redouble.v.01'),4,The enemy redoubled their screaming on the radio,1
9230,Synset('shrink.v.04'),4,The fabric shrank,Synset('flex.v.01'),5,flex a muscle,1
9231,Synset('introduce.v.05'),3,introduce a rule,Synset('interpose.v.02'),4,God interposed death,1
9232,Synset('ally.v.01'),4,He allied himself with the Communists,Synset('misally.v.01'),5,The two countries are misallied,1
9233,Synset('knot.v.01'),3,She knotted her fingers,Synset('macrame.v.01'),4,macrame a plant holder,1
9234,Synset('assign.v.02'),4,We were assigned new uniforms,Synset('allocate.v.01'),5,I am allocating a loaf of bread to everyone on a daily basis,1
9235,Synset('die.v.01'),3,She died from cancer,Synset('predecease.v.01'),4,She predeceased her husband,1
9236,Synset('impute.v.01'),3,We attributed this quotation to Shakespeare,Synset('internalize.v.01'),4,internalize a belief,1
9237,Synset('annex.v.01'),3,Hitler annexed Lithuania,Synset('colonize.v.01'),4,Europeans colonized Africa in the 17th century,1
9238,Synset('determine.v.06'),3,the tree determines the border of the property,Synset('pin_down.v.01'),4,I cannot narrow down the rules for this game,1
9239,Synset('stand.v.08'),3,The law stands!,Synset('wash.v.06'),4,This silly excuse won't wash in traffic court,1
9240,Synset('deteriorate.v.01'),3,His mind deteriorated,Synset('wear.v.04'),4,The constant friction wore out the cloth,1
9241,Synset('neglect.v.03'),1,he neglects his children,Synset('slack.v.02'),2,He slacks his attention,1
9242,Synset('spread.v.09'),2,spread the bread with cheese,Synset('slather.v.01'),3,I can't eat bagels without slathering them with cream cheese,1
9243,Synset('spend.v.01'),1,how are you spending your summer vacation?,Synset('honeymoon.v.01'),3,they plan to honeymoon in Hawai'i,1
9244,Synset('continue.v.03'),2,preserve the peace in the family,Synset('ask_for_it.v.01'),4,He is asking for trouble with his behavior,1
9245,Synset('stimulate.v.03'),3,These stories shook the community,Synset('shock.v.03'),6,The news of the bombing shocked her,1
9246,Synset('prosecute.v.03'),2,She pursued many activities,Synset('close.v.08'),3,close with the enemy,1
9247,Synset('force.v.06'),4,She rammed her mind into focus,Synset('toe.v.02'),5,toe a nail,1
9248,Synset('tear.v.01'),3,The rope snapped,Synset('tease.v.04'),5,tease tissue for microscopic examinations,1
9249,Synset('dock.v.01'),2,the ship docked,Synset('moor.v.02'),3,the big ship wharfed in the evening,1
9250,Synset('structure.v.01'),5,I need to structure my days,Synset('restructure.v.01'),6,"After his accident, he had to restructure his life",1
9251,Synset('warn.v.01'),5,The director warned him that he might be fired,Synset('forewarn.v.01'),6,I forewarned him of the trouble that would arise if he showed up at his ex-wife's house,1
9252,Synset('relate.v.05'),3,She relates well to her peers,Synset('befriend.v.01'),5,John and Eric soon became friends,1
9253,Synset('draw.v.36'),8,Draw blood and pus,Synset('suppurate.v.01'),9,The oil suppurates the pustules,1
9254,Synset('mistreat.v.01'),4,This boss abuses his workers,Synset('kick_around.v.02'),5,They won't have me to kick around any more!,1
9255,Synset('resuscitate.v.01'),4,The doctors revived the comatose man,Synset('resurrect.v.01'),5,raise from the dead,1
9256,Synset('iridesce.v.01'),2,The corals iridesced under the surface of the clear water,Synset('opalesce.v.02'),3,This nitrate opalesces under certain conditions,1
9257,Synset('walk.v.10'),2,The lovers held hands while walking,Synset('constitutionalize.v.02'),3,A good way of exercising is to constitutionalize,1
9258,Synset('immerse.v.01'),3,Immerse yourself in hot water,Synset('sop.v.03'),5,sop bread into the sauce,1
9259,Synset('get_off.v.05'),2,She gets away with murder!,Synset('evade.v.04'),3,The con man always evades,1
9260,Synset('refute.v.01'),5,The speaker refuted his opponent's arguments,Synset('strike.v.07'),8,The auto workers are striking for higher wages,1
9261,Synset('harden.v.02'),2,The cold hardened the butter,Synset('callus.v.01'),3,The long march had callused his feet,1
9262,Synset('make.v.16'),2,make a decision,Synset('pay.v.08'),3,pay a visit,1
9263,Synset('empty.v.04'),2,Empty the water,Synset('unload.v.02'),3,unload the truck,1
9264,Synset('cross.v.06'),3,the trains crossed,Synset('decussate.v.01'),4,this nerve decussates the other,1
9265,Synset('draw.v.36'),8,Draw blood and pus,Synset('suppurate.v.01'),9,The oil suppurates the pustules,1
9266,Synset('make.v.01'),1,"make love, not war",Synset('oversimplify.v.01'),3,Don't oversimplify the problem,1
9267,Synset('strain.v.03'),2,He really extended himself when he climbed Kilimanjaro,Synset('overstrain.v.01'),3,He overextended himself when he accepted the additional assignment,1
9268,Synset('possess.v.01'),2,he possesses great knowledge about the Middle East,Synset('exhibit.v.01'),3,he exhibits a great talent,1
9269,Synset('exhale.v.01'),2,Exhale when you lift the weight,Synset('pant.v.01'),4,"The runners reached the finish line, panting heavily",1
9270,Synset('conflict.v.01'),3,The two proposals conflict!,Synset('clash.v.02'),4,These colors clash,1
9271,Synset('smell.v.02'),2,The soup smells good,Synset('salute.v.04'),4,a terrible stench saluted our nostrils,1
9272,Synset('detect.v.01'),3,She detected high levels of lead in her drinking water,Synset('instantiate.v.02'),4,The linguists could not instantiate this sense of the noun that he claimed existed in a certain dialect,1
9273,Synset('dress.v.14'),2,dress the victim's wounds,Synset('ligate.v.03'),4,ligate the artery,1
9274,Synset('bring_to.v.01'),3,These pictures bring back sad memories,Synset('boot.v.02'),5,boot your computer,1
9275,Synset('oppose.v.06'),6,The board opposed his motion,Synset('protest.v.02'),7,dissent to the laws of the country,1
9276,Synset('jumble.v.02'),4,She jumbles the words when she is supposed to write a sentence,Synset('addle.v.01'),5,He muddled the issues,1
9277,Synset('schedule.v.02'),3,I scheduled an exam for this afternoon,Synset('program.v.01'),4,program the 80th birthday party,1
9278,Synset('rede.v.02'),7,The teacher counsels troubled students,Synset('rush.v.03'),9,"Don't rush me, please!",1
9279,Synset('nationalize.v.01'),2,Mitterand nationalized the banks,Synset('communize.v.02'),3,The new government communized all banks,1
9280,Synset('steal.v.01'),2,Someone stole my wallet on the train,Synset('rob.v.01'),3,The burglars robbed him of all his money,1
9281,Synset('search.v.04'),2,The police searched the suspect,Synset('rifle.v.02'),3,Who rifled through my desk drawers?,1
9282,Synset('comb.v.03'),5,comb your hair before dinner,Synset('slick.v.02'),6,slick one's hair,1
9283,Synset('prolong.v.02'),3,We sustained the diplomatic negotiations as long as possible,Synset('retain.v.02'),4,We cannot continue several servants any longer,1
9284,Synset('attach.v.03'),3,The spider's thread attached to the window sill,Synset('spat.v.02'),4,mollusks or oysters spat,1
9285,Synset('have.v.11'),2,The stocks had a fast run-up,Synset('meet.v.11'),3,My proposal met with much opposition,1
9286,Synset('view.v.02'),2,view a problem,Synset('groak.v.01'),3,The dog his master who was eating a sausage,1
9287,Synset('behave.v.03'),2,The children must learn to behave,Synset('walk.v.06'),3,walk in sadness,1
9288,Synset('freeze.v.01'),2,When he saw the police car he froze,Synset('fixate.v.04'),3,Her eyes fixated on a point on the horizon,1
9289,Synset('roll_up.v.01'),3,Roll up the cloth,Synset('take_in.v.08'),4,take in the sails,1
9290,Synset('fast.v.01'),2,Catholics sometimes fast during Lent,Synset('diet.v.01'),3,He has high blood pressure and must stick to a low-salt diet,1
9291,Synset('focus.v.05'),3,Please focus the image; we cannot enjoy the movie,Synset('refocus.v.03'),4,refocus the image until it is very sharp,1
9292,Synset('frighten.v.01'),4,The stranger who hangs around the building frightens me,Synset('strong-arm.v.02'),6,Her big brother always bullied her when she was young,1
9293,Synset('drop.v.03'),5,Stock prices dropped,Synset('tumble.v.08'),6,Prices tumbled after the devaluation of the currency,1
9294,Synset('reproduce.v.02'),2,The Bible tells people to procreate,Synset('vegetate.v.06'),4,The bacterial growth vegetated along,1
9295,Synset('confuse.v.03'),5,The constant attention of the young man confused her,Synset('distract.v.01'),6,The thief distracted the bystanders,1
9296,Synset('intrude_on.v.01'),2,This new colleague invades my territory,Synset('maraud.v.01'),4,marauding rebels overran the countryside,1
9297,Synset('examine.v.02'),1,The customs agent examined the baggage,Synset('search.v.02'),2,We looked all day and finally found the child in the forest,1
9298,Synset('lodge.v.02'),4,lodge a bullet in the table,Synset('redeposit.v.02'),5,The water had redeposited minerals on the rocks,1
9299,Synset('systematize.v.01'),5,systematize our scientific knowledge,Synset('codify.v.01'),6,Hammurabi codified the laws,1
9300,Synset('serve.v.09'),2,He did six years for embezzlement,Synset('admit.v.08'),3,This ticket will admit one adult to the show,1
9301,Synset('take_in.v.08'),4,take in the sails,Synset('coal.v.03'),5,The big ship coaled,1
9302,Synset('pace.v.02'),2,The horse paced,Synset('gallop.v.02'),3,The horse was galloping along,1
9303,Synset('bleach.v.02'),4,bleach the laundry,Synset('peroxide.v.01'),5,She must peroxide her hair-it looks unnaturally blond,1
9304,Synset('install.v.02'),1,the new president was installed immediately after the election,Synset('ordain.v.02'),3,he was ordained in the Church,1
9305,Synset('shout.v.02'),2,she cried with pain when the doctor inserted the needle,Synset('whoop.v.01'),3,The children whooped when they were led to the picnic table,1
9306,Synset('moisten.v.01'),3,The dew moistened the meadows,Synset('slack.v.08'),6,slack lime,1
9307,Synset('preach.v.02'),9,The doctor advocated a smoking ban in the entire house,Synset('sermonize.v.01'),10,This man always sermonizes,1
9308,Synset('assemble.v.01'),3,She pieced a quilt,Synset('jumble.v.02'),4,She jumbles the words when she is supposed to write a sentence,1
9309,Synset('string.v.01'),4,string pearls on a string,Synset('wire.v.04'),5,wire beads,1
9310,Synset('glue.v.01'),3,paste the sign on the wall,Synset('epoxy.v.01'),4,epoxy the shards,1
9311,Synset('maintain.v.08'),2,He maintained his innocence,Synset('vindicate.v.02'),3,vindicate the rights of the citizens,1
9312,Synset('dismiss.v.01'),4,She dismissed his advances,Synset('turn_a_blind_eye.v.01'),5,He turns a blind eye to the injustices in his office,1
